year,myneta_constituency_url,myneta_candidate_url,myneta_constituency_query_id,candidate_id,constituency,district,candidate_name,party,is_winner,criminal_cases,education,age,assets_raw,liabilities_raw,assets,liabilities
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=114,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2553,114,2553,KHARDAHA,NORTH 24 PARGANAS,Tapas Bar,BSP,0,0,Literate,55,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=123,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2973,123,2973,MADHYAMGRAM,NORTH 24 PARGANAS,Rathin Ghosh,AITC,1,0,12th Pass B.Com Part- I Passed from University of Calcutta in 1981,68,,,5789171,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=123,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2969,123,2969,MADHYAMGRAM,NORTH 24 PARGANAS,Ananta Ray,INC,0,0,Graduate Professional,72,"Rs 41,60,264 ~ 41 Lacs+",Rs 0 ~,4160264,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=123,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2977,123,2977,MADHYAMGRAM,NORTH 24 PARGANAS,Aninda Banerjee,IND,0,0,8th Pass,43,"Rs 10,14,366 ~ 10 Lacs+","Rs 1,07,218 ~ 1 Lacs+",1014366,107218
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=123,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2970,123,2970,MADHYAMGRAM,NORTH 24 PARGANAS,Anindya Banerjee,BJP,0,12,12th Pass,57,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=123,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2972,123,2972,MADHYAMGRAM,NORTH 24 PARGANAS,Monoj Kumar Roy,BSP,0,0,8th Pass,55,"Rs 15,91,000 ~ 15 Lacs+",Rs 0 ~,1591000,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=123,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2971,123,2971,MADHYAMGRAM,NORTH 24 PARGANAS,Nitai Chandra Pal,All India Forward Bloc,0,1,Graduate,57,"Rs 37,41,072 ~ 37 Lacs+",Rs 0 ~,3741072,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=123,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2974,123,2974,MADHYAMGRAM,NORTH 24 PARGANAS,Nityananda Ghosh,SUCI(C),0,0,5th Pass,70,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=123,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2975,123,2975,MADHYAMGRAM,NORTH 24 PARGANAS,Priyanka Barman,All India Secular Front,0,0,Post Graduate,34,"Rs 7,79,500 ~ 7 Lacs+",Rs 0 ~,779500,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=123,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2978,123,2978,MADHYAMGRAM,NORTH 24 PARGANAS,Rajdwip Ghosh,IND,0,0,Graduate,32,"Rs 10,56,141 ~ 10 Lacs+",Rs 0 ~,1056141,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=123,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2976,123,2976,MADHYAMGRAM,NORTH 24 PARGANAS,Sanat Karmakar,Bharatiya Nyay-Adhikar Raksha Party,0,0,8th Pass,48,"Rs 2,05,000 ~ 2 Lacs+",Rs 0 ~,205000,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=127,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2189,127,2189,MINAKHAN (SC),NORTH 24 PARGANAS,Usha Rani Mondal,AITC,1,0,8th Pass VIII PASS from Shashan Union High School in the year of 1989-1990,52,"Rs 2,37,58,335 ~ 2 Crore+","Rs 19,68,000 ~ 19 Lacs+",23758335,1968000
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=127,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2193,127,2193,MINAKHAN (SC),NORTH 24 PARGANAS,Debabrata Mondal,IND,0,0,10th Pass,36,"Rs 3,19,000 ~ 3 Lacs+",Rs 0 ~,319000,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=127,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2192,127,2192,MINAKHAN (SC),NORTH 24 PARGANAS,Pratik Mondal,All India Secular Front,0,0,Graduate,37,"Rs 34,04,333 ~ 34 Lacs+","Rs 24,00,000 ~ 24 Lacs+",3404333,2400000
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=127,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2190,127,2190,MINAKHAN (SC),NORTH 24 PARGANAS,Rudrendra Patra,BJP,0,2,Graduate,47,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=127,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2196,127,2196,MINAKHAN (SC),NORTH 24 PARGANAS,Saurav Das,IND,0,0,Graduate,26,"Rs 2,21,000 ~ 2 Lacs+",Rs 0 ~,221000,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=127,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2195,127,2195,MINAKHAN (SC),NORTH 24 PARGANAS,Somnath Patra,IND,0,0,Graduate,34,"Rs 2,12,822 ~ 2 Lacs+",Rs 0 ~,212822,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=127,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2194,127,2194,MINAKHAN (SC),NORTH 24 PARGANAS,Sukanta Roy,IND,0,0,5th Pass,38,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=127,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2191,127,2191,MINAKHAN (SC),NORTH 24 PARGANAS,Sunayana Biswas,INC,0,0,Graduate Professional,49,"Rs 1,12,17,514 ~ 1 Crore+","Rs 12,78,600 ~ 12 Lacs+",11217514,1278600
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=108,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2486,108,2486,NAIHATI,NORTH 24 PARGANAS,Sumitro Chatterjee,BJP,1,1,Graduate Professional LLB from Calcutta University,62,,,22056195,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=108,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2487,108,2487,NAIHATI,NORTH 24 PARGANAS,Debajyoti Majumder,CPI(ML)(L),0,0,Graduate,69,"Rs 1,58,13,807 ~ 1 Crore+",Rs 0 ~,15813807,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=108,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2483,108,2483,NAIHATI,NORTH 24 PARGANAS,Debjit Mukherjee,BSP,0,0,Graduate,38,"Rs 3,001 ~ 3 Thou+",Rs 0 ~,3001,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=108,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2489,108,2489,NAIHATI,NORTH 24 PARGANAS,Dinesh Kumar Sharma,IND,0,0,Post Graduate,57,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=108,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2490,108,2490,NAIHATI,NORTH 24 PARGANAS,Mamoni Adhikari (Baidya),IND,0,0,8th Pass,39,"Rs 5,29,660 ~ 5 Lacs+",Rs 0 ~,529660,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=108,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2491,108,2491,NAIHATI,NORTH 24 PARGANAS,Milan Patra,IND,0,0,10th Pass,41,"Rs 25,48,799 ~ 25 Lacs+",Rs 0 ~,2548799,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=108,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2484,108,2484,NAIHATI,NORTH 24 PARGANAS,Pradip Kumar Kundu,INC,0,0,12th Pass,71,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=108,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2485,108,2485,NAIHATI,NORTH 24 PARGANAS,Sanat Dey,AITC,0,11,8th Pass,51,"Rs 4,25,46,870 ~ 4 Crore+","Rs 59,73,571 ~ 59 Lacs+",42546870,5973571
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=108,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2488,108,2488,NAIHATI,NORTH 24 PARGANAS,Sanjoy Roy,SUCI(C),0,0,12th Pass,32,"Rs 1,95,942 ~ 1 Lacs+",Rs 0 ~,195942,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=112,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2474,112,2474,NOAPARA,NORTH 24 PARGANAS,Amit Kumar Shaw,IND,0,0,Graduate,38,"Rs 15,63,501 ~ 15 Lacs+","Rs 12,00,000 ~ 12 Lacs+",1563501,1200000
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=112,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2469,112,2469,NOAPARA,NORTH 24 PARGANAS,Asoke Bhattacharya,INC,0,0,Post Graduate,50,"Rs 71,21,852 ~ 71 Lacs+","Rs 28,61,068 ~ 28 Lacs+",7121852,2861068
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=112,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2477,112,2477,NOAPARA,NORTH 24 PARGANAS,Banti Rajak,IND,0,0,Graduate,33,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=112,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2473,112,2473,NOAPARA,NORTH 24 PARGANAS,Biplob Mitra,Aam Janata Unnayan party,0,0,Graduate,46,"Rs 1,50,02,803 ~ 1 Crore+","Rs 2,70,000 ~ 2 Lacs+",15002803,270000
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=112,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2479,112,2479,NOAPARA,NORTH 24 PARGANAS,Bishal Kumar Mandal,IND,0,2,Graduate,30,"Rs 76,403 ~ 76 Thou+",Rs 0 ~,76403,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=112,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2470,112,2470,NOAPARA,NORTH 24 PARGANAS,Gargi Chatterjee,CPI(M),0,0,Graduate,54,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=112,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2482,112,2482,NOAPARA,NORTH 24 PARGANAS,Hriday Kant Pathak,IND,0,0,Illiterate,69,"Rs 96,871 ~ 96 Thou+",Rs 0 ~,96871,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=112,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2475,112,2475,NOAPARA,NORTH 24 PARGANAS,Izaharul Haque,IND,0,0,Literate,50,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,20000,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=112,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2480,112,2480,NOAPARA,NORTH 24 PARGANAS,Maqsud Hasan,IND,0,1,10th Pass,51,"Rs 34,54,495 ~ 34 Lacs+","Rs 11,01,000 ~ 11 Lacs+",3454495,1101000
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=112,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2472,112,2472,NOAPARA,NORTH 24 PARGANAS,Mina Majumdar,BSP,0,0,12th Pass,34,"Rs 29,31,000 ~ 29 Lacs+","Rs 17,85,000 ~ 17 Lacs+",2931000,1785000
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=112,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2481,112,2481,NOAPARA,NORTH 24 PARGANAS,Supriyo Dey,IND,0,5,12th Pass,31,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=112,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2471,112,2471,NOAPARA,NORTH 24 PARGANAS,Trinankur Bhattacharjee,AITC,0,0,Post Graduate,34,"Rs 61,86,247 ~ 61 Lacs+",Rs 0 ~,6186247,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=112,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2478,112,2478,NOAPARA,NORTH 24 PARGANAS,Vikash Kumar Ram,IND,0,0,Graduate,25,"Rs 83,279 ~ 83 Thou+",Rs 0 ~,83279,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=115,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2435,115,2435,PANIHATI,NORTH 24 PARGANAS,Ratna Debnath,BJP,1,0,Illiterate Nil,54,"Rs 74,98,781 ~ 74 Lacs+",Rs 0 ~,7498781,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=115,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2438,115,2438,PANIHATI,NORTH 24 PARGANAS,Afsana Khatoon,Aam Janata Unnayan party,0,0,Graduate Professional,36,"Rs 1,30,351 ~ 1 Lacs+",Rs 0 ~,130351,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=115,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2440,115,2440,PANIHATI,NORTH 24 PARGANAS,Biswanath Dey,IND,0,0,Illiterate,53,"Rs 15,16,281 ~ 15 Lacs+",Rs 0 ~,1516281,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=115,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2439,115,2439,PANIHATI,NORTH 24 PARGANAS,Chandra Shekhar Chowdhuri,SUCI(C),0,0,12th Pass,50,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=115,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2433,115,2433,PANIHATI,NORTH 24 PARGANAS,Kalatan Dasgupta,CPI(M),0,8,Graduate,40,"Rs 45,58,881 ~ 45 Lacs+","Rs 23,00,000 ~ 23 Lacs+",4558881,2300000
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=115,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2432,115,2432,PANIHATI,NORTH 24 PARGANAS,Sadhana Chakraborty,IND,0,0,12th Pass,53,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=115,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2442,115,2442,PANIHATI,NORTH 24 PARGANAS,Sanjib Kumar Ghosh,IND,0,0,Graduate,75,"Rs 47,35,000 ~ 47 Lacs+",Rs 0 ~,4735000,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=115,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2441,115,2441,PANIHATI,NORTH 24 PARGANAS,Shekh Imanur Rahman,IND,0,0,Graduate Professional,35,"Rs 29,27,323 ~ 29 Lacs+","Rs 2,63,444 ~ 2 Lacs+",2927323,263444
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=115,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2437,115,2437,PANIHATI,NORTH 24 PARGANAS,Swaminath Kori,BSP,0,0,12th Pass,56,"Rs 17,73,526 ~ 17 Lacs+",Rs 0 ~,1773526,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=115,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2434,115,2434,PANIHATI,NORTH 24 PARGANAS,Tirthankar Ghosh,AITC,0,3,Graduate Professional,39,"Rs 2,22,85,638 ~ 2 Crore+",Rs 0 ~,22285638,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=122,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1725,122,1725,RAJARHAT GOPALPUR,NORTH 24 PARGANAS,Tarunjyoti Tewari,BJP,1,3,"Graduate Professional B.A. LLB (Hons) Snehangshu Kantaacharya Institue of Law, Kalyani University in 2010",37,,,25949689,6000000
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=122,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1715,122,1715,RAJARHAT GOPALPUR,NORTH 24 PARGANAS,Achintya Ghosh,IND,0,0,12th Pass,34,"Rs 18,52,274 ~ 18 Lacs+",Rs 0 ~,1852274,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=122,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1721,122,1721,RAJARHAT GOPALPUR,NORTH 24 PARGANAS,Aditi Munshi,AITC,0,0,Post Graduate,37,"Rs 3,09,35,156 ~ 3 Crore+","Rs 53,94,979 ~ 53 Lacs+",30935156,5394979
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=122,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1717,122,1717,RAJARHAT GOPALPUR,NORTH 24 PARGANAS,Arindam Ghosh,IND,0,1,12th Pass,32,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=122,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1722,122,1722,RAJARHAT GOPALPUR,NORTH 24 PARGANAS,Avijit Podder,National Republic Party Of India,0,0,8th Pass,48,"Rs 15,398 ~ 15 Thou+",Rs 0 ~,15398,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=122,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1719,122,1719,RAJARHAT GOPALPUR,NORTH 24 PARGANAS,Lalu Neye,IND,0,0,12th Pass,35,"Rs 12,50,869 ~ 12 Lacs+",Rs 0 ~,1250869,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=122,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1716,122,1716,RAJARHAT GOPALPUR,NORTH 24 PARGANAS,Monika Manna,Bharatiya Nyay-Adhikar Raksha Party,0,0,5th Pass,42,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=122,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1724,122,1724,RAJARHAT GOPALPUR,NORTH 24 PARGANAS,Partha Bhaumik,INC,0,0,Graduate,59,"Rs 1,21,10,552 ~ 1 Crore+","Rs 28,14,688 ~ 28 Lacs+",12110552,2814688
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=122,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1718,122,1718,RAJARHAT GOPALPUR,NORTH 24 PARGANAS,Subhajit Dasgupta,CPI(M),0,1,Others,60,"Rs 1,20,21,671 ~ 1 Crore+",Rs 0 ~,12021671,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=122,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1723,122,1723,RAJARHAT GOPALPUR,NORTH 24 PARGANAS,Swapan Haldar,IND,0,0,Literate,61,"Rs 1,66,500 ~ 1 Lacs+",Rs 0 ~,166500,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=122,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1720,122,1720,RAJARHAT GOPALPUR,NORTH 24 PARGANAS,Tarun Kumar Tiwari,IND,0,2,Graduate,33,"Rs 8,58,596 ~ 8 Lacs+",Rs 0 ~,858596,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=120,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1737,120,1737,RAJARHAT NEW TOWN,NORTH 24 PARGANAS,Piyush Kanodia,BJP,1,12,10th Pass 10th in 2000 from Calcutta Public School,43,,,70038000,40050000
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=120,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1735,120,1735,RAJARHAT NEW TOWN,NORTH 24 PARGANAS,Abhimanyu Shandilya,IND,0,0,Graduate Professional,47,"Rs 4,18,66,948 ~ 4 Crore+","Rs 87,52,551 ~ 87 Lacs+",41866948,8752551
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=120,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1730,120,1730,RAJARHAT NEW TOWN,NORTH 24 PARGANAS,Ashit Dhali,IND,0,0,10th Pass,37,"Rs 8,12,600 ~ 8 Lacs+",Rs 0 ~,812600,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=120,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1731,120,1731,RAJARHAT NEW TOWN,NORTH 24 PARGANAS,Ashutosh Paul,National Republic Party Of India,0,0,10th Pass,48,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=120,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1732,120,1732,RAJARHAT NEW TOWN,NORTH 24 PARGANAS,Firdaus Ali Molla,Aam Janata Unnayan party,0,0,10th Pass,34,"Rs 51,000 ~ 51 Thou+",Rs 0 ~,51000,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=120,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1729,120,1729,RAJARHAT NEW TOWN,NORTH 24 PARGANAS,Narayan Mandal,IND,0,0,10th Pass,60,"Rs 2,30,750 ~ 2 Lacs+",Rs 0 ~,230750,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=120,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1728,120,1728,RAJARHAT NEW TOWN,NORTH 24 PARGANAS,Rajib Sarkar,IND,0,0,12th Pass,52,"Rs 2,51,900 ~ 2 Lacs+",Rs 0 ~,251900,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=120,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1734,120,1734,RAJARHAT NEW TOWN,NORTH 24 PARGANAS,Saptarshi Deb,CPI(M),0,2,Post Graduate,38,"Rs 1,12,32,397 ~ 1 Crore+",Rs 0 ~,11232397,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=120,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1733,120,1733,RAJARHAT NEW TOWN,NORTH 24 PARGANAS,Sk Nizamuddin,INC,0,3,Graduate,52,"Rs 37,92,000 ~ 37 Lacs+","Rs 9,65,000 ~ 9 Lacs+",3792000,965000
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=120,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1727,120,1727,RAJARHAT NEW TOWN,NORTH 24 PARGANAS,Sujan Sardar,IND,0,0,12th Pass,30,"Rs 3,20,720 ~ 3 Lacs+",Rs 0 ~,320720,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=120,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1739,120,1739,RAJARHAT NEW TOWN,NORTH 24 PARGANAS,Sunil Naskar,SUCI(C),0,0,Others,70,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=120,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1738,120,1738,RAJARHAT NEW TOWN,NORTH 24 PARGANAS,Tapash Chatterjee,AITC,0,0,Graduate,64,"Rs 4,42,75,863 ~ 4 Crore+",Rs 0 ~,44275863,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=129,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1712,129,1712,SANDESHKHALI (ST),NORTH 24 PARGANAS,Sanat Sardar,BJP,1,1,Post Graduate Master o Arts from Rabindra Bharati University in 2018,47,,,8788651,2847195
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=129,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1713,129,1713,SANDESHKHALI (ST),NORTH 24 PARGANAS,Harish Chandra Sardar,IND,0,0,8th Pass,59,"Rs 9,23,100 ~ 9 Lacs+",Rs 0 ~,923100,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=129,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1709,129,1709,SANDESHKHALI (ST),NORTH 24 PARGANAS,Jharna Sardar,AITC,0,0,Post Graduate,41,"Rs 2,58,043 ~ 2 Lacs+",Rs 0 ~,258043,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=129,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1710,129,1710,SANDESHKHALI (ST),NORTH 24 PARGANAS,Rabindra Nath Mahata,CPI(M),0,1,Post Graduate,43,,,,
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=129,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1707,129,1707,SANDESHKHALI (ST),NORTH 24 PARGANAS,Sajal Kumar Sardar,IND,0,0,12th Pass,31,"Rs 10,100 ~ 10 Thou+",Rs 0 ~,10100,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=129,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1711,129,1711,SANDESHKHALI (ST),NORTH 24 PARGANAS,Sanat Munda,IND,0,0,Literate,66,"Rs 1,47,160 ~ 1 Lacs+",Rs 0 ~,147160,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=129,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1708,129,1708,SANDESHKHALI (ST),NORTH 24 PARGANAS,Subal Chandra Sardar,IND,0,0,Graduate Professional,55,"Rs 40,000 ~ 40 Thou+","Rs 9,00,000 ~ 9 Lacs+",40000,900000
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=129,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=1714,129,1714,SANDESHKHALI (ST),NORTH 24 PARGANAS,Yudhisthir Bhumij,INC,0,0,8th Pass,61,"Rs 22,42,000 ~ 22 Lacs+",Rs 0 ~,2242000,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=101,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2296,101,2296,SWARUPNAGAR (SC),NORTH 24 PARGANAS,Bina Mondal,AITC,1,0,Graduate Batchelor of Arts from Basirhat College in the year of 1996,50,"Rs 3,93,97,424 ~ 3 Crore+",Rs 0 ~,39397424,0
2026,https://www.myneta.info/WestBengal2026/index.php?action=show_candidates&constituency_id=101,https://www.myneta.info/WestBengal2026/candidate.php?candidate_id=2300,101,2300,SWARUPNAGAR (SC),NORTH 24 PARGANAS,Bidyut Mondal,IND,0,0,12th Pass,27,"Rs 1,07,399 ~ 1 Lacs+","Rs 80,656 ~ 80 Thou+",107399,80656
